S,District,Division,Max_Temp,Min_Temp,Avg_Temp,Humidity,Rainfall,Rainfall_Lag_7,Rainfall_Lag_14,Rainfall_Lag_21,Rainfall_Lag_30,Temp_Lag_7,Humidity_Lag_7,Humidity_Lag_14,Humidity_Lag_21,Humidity_Lag_30,Dengue_Lag_7,Population_Density,Urban_Index,Dengue_case
9/24/2025,Sunamganj,Sylhet,32.44,26.95,29.7,81,26.13,149.94,11.71,23.62,12.69,26.27,83.92,86.34,81.11,77.69,522,1758.4,0.45,0
9/25/2025,Sunamganj,Sylhet,30.33,22.24,26.28,76.65,38.4,148.6,37.6,24.86,23.38,26.15,84.51,77.24,83.51,81.06,531,1758.4,0.45,0
9/26/2025,Sunamganj,Sylhet,31.96,26.92,29.44,78.81,27,172.45,18.67,20.06,28.8,26.13,84,75.05,87.61,75.77,529,1758.4,0.45,0
9/27/2025,Sunamganj,Sylhet,27.76,18.98,23.37,81.26,35.89,169.43,25.95,27.73,22.39,27.38,82.75,75.97,87.35,85.77,523,1758.4,0.45,0
9/28/2025,Sunamganj,Sylhet,27.08,21.78,24.43,82.59,11.39,190.11,17.39,26.83,29.32,26.51,81.66,76.23,77.49,79.81,533,1758.4,0.45,1
9/29/2025,Sunamganj,Sylhet,27.49,20.11,23.8,84.93,16.07,178.07,35.07,17.11,30.66,25.78,81.09,77.53,75.7,83.16,524,1758.4,0.45,0
9/30/2025,Sunamganj,Sylhet,27.04,19.3,23.17,87.55,38.17,165.77,19.04,22.46,16.31,26.2,81,83.63,76.41,81.39,516,1758.4,0.45,0
10/1/2025,Sunamganj,Sylhet,27.72,19.92,23.82,65.9,5.09,193.05,27.48,11.71,15.18,25.74,81.83,76.89,86.34,80.34,513,1758.4,0.45,0
10/2/2025,Sunamganj,Sylhet,26.32,18.2,22.26,67.72,10.25,172.01,14.55,37.6,38.99,24.9,79.67,80.21,77.24,77.19,476,1758.4,0.45,0
10/3/2025,Sunamganj,Sylhet,34.12,25.22,29.67,74.92,6.77,143.85,30.02,18.67,23.62,24.33,78.4,87.53,75.05,81.11,455,1758.4,0.45,0
10/4/2025,Sunamganj,Sylhet,32.5,25.34,28.92,75.12,12.09,123.62,15.2,25.95,24.86,24.36,77.84,88.9,75.97,83.51,433,1758.4,0.45,0
10/5/2025,Sunamganj,Sylhet,36.75,27.19,31.97,71.56,5.47,99.83,23.43,17.39,20.06,25.15,76.96,86.59,76.23,87.61,389,1758.4,0.45,0
10/6/2025,Sunamganj,Sylhet,35.98,26.52,31.25,71.74,9.72,93.91,28.37,35.07,27.73,26.23,75.39,85.56,77.53,87.35,376,1758.4,0.45,1
10/7/2025,Sunamganj,Sylhet,32.14,22.21,27.18,69.26,5.54,87.55,10.89,19.04,26.83,27.29,73.5,81.77,83.63,77.49,345,1758.4,0.45,0
10/8/2025,Sunamganj,Sylhet,25.75,16.09,20.92,75.16,12.37,54.92,26.13,27.48,17.11,27.87,70.89,81,76.89,75.7,311,1758.4,0.45,1
10/9/2025,Sunamganj,Sylhet,28.03,20.42,24.22,69.76,8.12,62.19,38.4,14.55,22.46,27.45,72.21,76.65,80.21,76.41,312,1758.4,0.45,0
10/10/2025,Sunamganj,Sylhet,28.49,21.61,25.05,69.86,6.04,60.06,27,30.02,11.71,27.73,72.51,78.81,87.53,86.34,307,1758.4,0.45,0
10/11/2025,Sunamganj,Sylhet,26.33,19.22,22.78,66.63,13.31,59.34,35.89,15.2,37.6,27.07,71.78,81.26,88.9,77.24,303,1758.4,0.45,0
10/12/2025,Sunamganj,Sylhet,27.01,21.01,24.01,74.41,13.41,60.55,11.39,23.43,18.67,26.2,70.57,82.59,86.59,75.05,309,1758.4,0.45,0
10/13/2025,Sunamganj,Sylhet,33.21,23.23,28.22,78.8,12.77,68.5,16.07,28.37,25.95,25.06,70.98,84.93,85.56,75.97,305,1758.4,0.45,0
10/14/2025,Sunamganj,Sylhet,34.22,25.8,30.01,75.48,9.55,71.55,38.17,10.89,17.39,24.63,71.98,87.55,81.77,76.23,296,1758.4,0.45,2
10/15/2025,Sunamganj,Sylhet,31.62,25.73,28.68,66.25,10,75.56,5.09,26.13,35.07,25.03,72.87,65.9,81,77.53,299,1758.4,0.45,1
10/16/2025,Sunamganj,Sylhet,27.74,19.08,23.41,79.38,7.24,73.19,10.25,38.4,19.04,26.14,71.6,67.72,76.65,83.63,291,1758.4,0.45,0
10/17/2025,Sunamganj,Sylhet,31.43,25.7,28.56,65.92,11.29,72.32,6.77,27,27.48,26.02,72.97,74.92,78.81,76.89,290,1758.4,0.45,0
10/18/2025,Sunamganj,Sylhet,29.9,20.33,25.11,69.2,13.53,77.57,12.09,35.89,14.55,26.52,72.41,75.12,81.26,80.21,287,1758.4,0.45,0
10/19/2025,Sunamganj,Sylhet,28.05,19.22,23.63,70.46,9.1,77.78,5.47,11.39,30.02,26.86,72.78,71.56,82.59,87.53,286,1758.4,0.45,0
10/20/2025,Sunamganj,Sylhet,36.95,29.97,33.46,74.86,14.34,73.47,9.72,16.07,15.2,26.8,72.21,71.74,84.93,88.9,291,1758.4,0.45,1
10/21/2025,Sunamganj,Sylhet,28.94,22.42,25.68,77.07,9.38,75.05,5.54,38.17,23.43,27.55,71.65,69.26,87.55,86.59,317,1758.4,0.45,0
10/22/2025,Sunamganj,Sylhet,30.66,23.63,27.15,71.58,8.21,74.87,12.37,5.09,28.37,26.93,71.88,75.16,65.9,85.56,326,1758.4,0.45,0
10/23/2025,Sunamganj,Sylhet,33.83,25.25,29.54,69.7,13.7,73.08,8.12,10.25,10.89,26.72,72.64,69.76,67.72,81.77,331,1758.4,0.45,1
10/24/2025,Sunamganj,Sylhet,34.1,27.27,30.68,76.52,13.22,79.55,6.04,6.77,26.13,27.59,71.26,69.86,74.92,81,329,1758.4,0.45,0
10/25/2025,Sunamganj,Sylhet,31.37,24.68,28.02,65.04,7.93,81.48,13.31,12.09,38.4,27.89,72.77,66.63,75.12,76.65,331,1758.4,0.45,0
10/26/2025,Sunamganj,Sylhet,25.94,17.56,21.75,77.06,10.02,75.89,13.41,5.47,27,28.31,72.18,74.41,71.56,78.81,336,1758.4,0.45,0
10/27/2025,Sunamganj,Sylhet,28.92,22.77,25.84,68.85,7.12,76.81,12.77,9.72,35.89,28.04,73.12,78.8,71.74,81.26,327,1758.4,0.45,0
10/28/2025,Sunamganj,Sylhet,30.45,24.38,27.41,78.93,11.35,69.59,9.55,5.54,11.39,26.95,72.26,75.48,69.26,82.59,305,1758.4,0.45,0
10/29/2025,Sunamganj,Sylhet,32.01,22.29,27.15,71.86,10.32,71.57,10,12.37,16.07,27.2,72.53,66.25,75.16,84.93,295,1758.4,0.45,0
10/30/2025,Sunamganj,Sylhet,34.97,28.33,31.65,78.22,14.71,73.68,7.24,8.12,38.17,27.2,72.57,79.38,69.76,87.55,303,1758.4,0.45,0
10/31/2025,Sunamganj,Sylhet,35.89,26.96,31.43,69.8,7.91,74.68,11.29,6.04,5.09,27.5,73.78,65.92,69.86,65.9,320,1758.4,0.45,0
11/1/2025,Sunamganj,Sylhet,31.61,24.65,28.13,69.77,0.28,69.37,13.53,13.31,10.25,27.61,72.82,69.2,66.63,67.72,334,1758.4,0.45,0
11/2/2025,Sunamganj,Sylhet,26.3,20.73,23.51,55.8,2.13,61.72,9.1,13.41,6.77,27.62,73.5,70.46,74.41,74.92,315,1758.4,0.45,1
11/3/2025,Sunamganj,Sylhet,30.51,20.83,25.67,53.7,3.3,53.82,14.34,12.77,12.09,27.88,70.46,74.86,78.8,75.12,303,1758.4,0.45,0
11/4/2025,Sunamganj,Sylhet,28.09,21.98,25.03,60.15,4.36,50,9.38,9.55,5.47,27.85,68.3,77.07,75.48,71.56,278,1758.4,0.45,0
11/5/2025,Sunamganj,Sylhet,28.95,22.84,25.9,50.77,2.56,43,8.21,10,9.72,27.51,65.61,71.58,66.25,71.74,270,1758.4,0.45,0
11/6/2025,Sunamganj,Sylhet,34.11,27.51,30.81,52.32,2.27,35.24,13.7,7.24,5.54,27.33,62.6,69.7,79.38,69.26,240,1758.4,0.45,1
11/7/2025,Sunamganj,Sylhet,31.87,26.26,29.07,56.9,2.53,22.81,13.22,11.29,12.37,27.21,58.9,76.52,65.92,75.16,205,1758.4,0.45,0
11/8/2025,Sunamganj,Sylhet,27.16,20.9,24.03,54.72,3.62,17.43,7.93,13.53,8.12,26.87,57.06,65.04,69.2,69.76,176,1758.4,0.45,0
11/9/2025,Sunamganj,Sylhet,34.19,27.45,30.82,67.78,0.93,20.76,10.02,9.1,6.04,26.29,54.91,77.06,70.46,69.86,171,1758.4,0.45,0
11/10/2025,Sunamganj,Sylhet,34.5,26,30.25,69.82,4.42,19.56,7.12,14.34,13.31,27.33,56.62,68.85,74.86,66.63,165,1758.4,0.45,0
11/11/2025,Sunamganj,Sylhet,26.69,17.27,21.98,59.65,2.16,20.68,11.35,9.38,13.41,27.99,58.92,78.93,77.07,74.41,179,1758.4,0.45,3
11/12/2025,Sunamganj,Sylhet,25.79,20.34,23.06,58.1,0.41,18.48,10.32,8.21,12.77,27.55,58.85,71.86,71.58,78.8,175,1758.4,0.45,0
11/13/2025,Sunamganj,Sylhet,30.27,21.14,25.7,58.87,1.05,16.33,14.71,13.7,9.55,27.14,59.9,78.22,69.7,75.48,181,1758.4,0.45,0
11/14/2025,Sunamganj,Sylhet,25.19,20.04,22.61,57.34,1.63,15.11,7.91,13.22,10,26.42,60.83,69.8,76.52,66.25,186,1758.4,0.45,0
11/15/2025,Sunamganj,Sylhet,34.45,26.84,30.65,61.21,4.31,14.21,0.28,7.93,7.24,25.49,60.9,69.77,65.04,79.38,192,1758.4,0.45,1
11/16/2025,Sunamganj,Sylhet,31.39,23.72,27.56,62.91,1.82,14.91,2.13,10.02,11.29,26.44,61.83,55.8,77.06,65.92,191,1758.4,0.45,0
11/17/2025,Sunamganj,Sylhet,27.64,21.12,24.38,59.06,3.01,15.79,3.3,7.12,13.53,25.97,61.13,53.7,68.85,69.2,201,1758.4,0.45,0
11/18/2025,Sunamganj,Sylhet,28.65,23.56,26.11,61.79,4.95,14.39,4.36,11.35,9.1,25.13,59.59,60.15,78.93,70.46,195,1758.4,0.45,1
11/19/2025,Sunamganj,Sylhet,36.54,30.33,33.43,68.73,0.59,17.18,2.56,10.32,14.34,25.72,59.9,50.77,71.86,74.86,195,1758.4,0.45,0
11/20/2025,Sunamganj,Sylhet,35.08,28.04,31.56,57.42,1.95,17.36,2.27,14.71,9.38,27.21,61.42,52.32,78.22,77.07,204,1758.4,0.45,0
11/21/2025,Sunamganj,Sylhet,31.43,25.65,28.54,67.2,4.92,18.25,2.53,7.91,8.21,28.04,61.21,56.9,69.8,71.58,208,1758.4,0.45,0
11/22/2025,Sunamganj,Sylhet,33.75,23.85,28.8,63.04,2.68,21.54,3.62,0.28,13.7,28.89,62.62,54.72,69.77,69.7,209,1758.4,0.45,0
11/23/2025,Sunamganj,Sylhet,34.4,24.86,29.63,66.7,2.84,19.9,0.93,2.13,13.22,28.63,62.88,67.78,55.8,76.52,223,1758.4,0.45,0
11/24/2025,Sunamganj,Sylhet,28.68,20.99,24.83,57.09,4.2,20.93,4.42,3.3,7.93,28.92,63.42,69.82,53.7,65.04,211,1758.4,0.45,1
11/25/2025,Sunamganj,Sylhet,36.42,30.13,33.28,50.48,4.73,22.12,2.16,4.36,10.02,28.99,63.14,59.65,60.15,77.06,213,1758.4,0.45,2
11/26/2025,Sunamganj,Sylhet,29.47,20.78,25.12,50.6,4,21.9,0.41,2.56,7.12,30.01,61.52,58.1,50.77,68.85,211,1758.4,0.45,1
11/27/2025,Sunamganj,Sylhet,36.86,30.91,33.88,62.31,4.17,25.31,1.05,2.27,11.35,28.82,58.93,58.87,52.32,78.93,205,1758.4,0.45,1
11/28/2025,Sunamganj,Sylhet,31.13,22.36,26.75,51.48,0.58,27.53,1.63,2.53,10.32,29.16,59.63,57.34,56.9,71.86,206,1758.4,0.45,2
11/29/2025,Sunamganj,Sylhet,32.73,25.66,29.19,50.84,3.36,23.2,4.31,3.62,14.71,28.9,57.38,61.21,54.72,78.22,196,1758.4,0.45,2
11/30/2025,Sunamganj,Sylhet,30.84,22.78,26.81,50.12,3.28,23.88,1.82,0.93,7.91,28.96,55.64,62.91,67.78,69.8,185,1758.4,0.45,0
12/1/2025,Sunamganj,Sylhet,33.9,27.57,30.74,57.28,3.42,24.32,3.01,4.42,0.28,28.55,53.27,59.06,69.82,69.77,185,1758.4,0.45,1
12/2/2025,Sunamganj,Sylhet,28.25,22.56,25.4,50.01,4.87,23.54,4.95,2.16,2.13,29.39,53.3,61.79,59.65,55.8,189,1758.4,0.45,0
12/3/2025,Sunamganj,Sylhet,31.47,25.57,28.52,58.91,4.09,23.67,0.59,0.41,3.3,28.27,53.23,68.73,58.1,53.7,194,1758.4,0.45,1
12/4/2025,Sunamganj,Sylhet,26.44,18.7,22.57,60.31,0.06,23.76,1.95,1.05,4.36,28.76,54.42,57.42,58.87,60.15,192,1758.4,0.45,0
12/5/2025,Sunamganj,Sylhet,30.58,24.52,27.55,50.75,4.33,19.65,4.92,1.63,2.56,27.14,54.14,67.2,57.34,50.77,178,1758.4,0.45,0
12/6/2025,Sunamganj,Sylhet,33.05,24.69,28.87,53.45,0.46,23.4,2.68,4.31,2.27,27.25,54.03,63.04,61.21,52.32,185,1758.4,0.45,0
12/7/2025,Sunamganj,Sylhet,28.27,18.7,23.48,52.18,4.82,20.5,2.84,1.82,2.53,27.21,54.4,66.7,62.91,56.9,186,1758.4,0.45,1
12/8/2025,Sunamganj,Sylhet,33.27,25.05,29.16,69.63,1.3,22.05,4.2,3.01,3.62,26.73,54.7,57.09,59.06,54.72,183,1758.4,0.45,2
12/9/2025,Sunamganj,Sylhet,36.75,30.87,33.81,59.64,3.17,19.93,4.73,4.95,0.93,26.51,56.46,50.48,61.79,67.78,191,1758.4,0.45,0
12/10/2025,Sunamganj,Sylhet,33.36,24.38,28.87,69.64,3.09,18.22,4,0.59,4.42,27.71,57.84,50.6,68.73,69.82,200,1758.4,0.45,0
12/11/2025,Sunamganj,Sylhet,28.97,19.27,24.12,59.74,2.41,17.23,4.17,1.95,2.16,27.76,59.37,62.31,57.42,59.65,199,1758.4,0.45,0
12/12/2025,Sunamganj,Sylhet,33.2,27.91,30.55,61.41,4.92,19.58,0.58,4.92,0.41,27.98,59.29,51.48,67.2,58.1,201,1758.4,0.45,0
12/13/2025,Sunamganj,Sylhet,33.21,26.77,29.99,56.33,4.28,20.17,3.36,2.68,1.05,28.41,60.81,50.84,63.04,58.87,215,1758.4,0.45,1
12/14/2025,Sunamganj,Sylhet,29.14,22.86,26,61.96,0.45,23.99,3.28,2.84,1.63,28.57,61.23,50.12,66.7,57.34,227,1758.4,0.45,1
12/15/2025,Sunamganj,Sylhet,27.28,19.72,23.5,60.1,3.89,19.61,3.42,4.2,4.31,28.93,62.62,57.28,57.09,61.21,242,1758.4,0.45,0
12/16/2025,Sunamganj,Sylhet,35.82,30.24,33.03,51.98,3.48,22.21,4.87,4.73,1.82,28.12,61.26,50.01,50.48,62.91,241,1758.4,0.45,0
12/17/2025,Sunamganj,Sylhet,26.78,16.89,21.84,69.05,1.97,22.53,4.09,4,3.01,28.01,60.16,58.91,50.6,59.06,237,1758.4,0.45,0
12/18/2025,Sunamganj,Sylhet,34.46,27.85,31.15,64.41,4.82,21.4,0.06,4.17,4.95,27,60.08,60.31,62.31,61.79,241,1758.4,0.45,0
12/19/2025,Sunamganj,Sylhet,34.46,27.54,31,66.14,0.72,23.81,4.33,0.58,0.59,28.01,60.75,50.75,51.48,68.73,256,1758.4,0.45,0
12/20/2025,Sunamganj,Sylhet,32.52,26.56,29.54,55.47,4,19.62,0.46,3.36,1.95,28.07,61.42,53.45,50.84,57.42,251,1758.4,0.45,0
12/21/2025,Sunamganj,Sylhet,35.84,26.35,31.1,63.33,2.25,19.34,4.82,3.28,4.92,28.01,61.3,52.18,50.12,67.2,239,1758.4,0.45,0
12/22/2025,Sunamganj,Sylhet,27.03,21.14,24.08,50.77,4.17,21.14,1.3,3.42,2.68,28.74,61.5,69.63,57.28,63.04,244,1758.4,0.45,0
12/23/2025,Sunamganj,Sylhet,29,20.93,24.96,56.59,3.28,21.42,3.17,4.87,2.84,28.82,60.16,59.64,50.01,66.7,247,1758.4,0.45,0
12/24/2025,Sunamganj,Sylhet,27.55,22.5,25.03,66.34,0.29,21.21,3.09,4.09,4.2,27.67,60.82,69.64,58.91,57.09,238,1758.4,0.45,0
12/25/2025,Sunamganj,Sylhet,26.46,17.23,21.85,60.15,0.96,19.53,2.41,0.06,4.73,28.12,60.44,59.74,60.31,50.48,230,1758.4,0.45,0
12/26/2025,Sunamganj,Sylhet,29.46,22.88,26.17,58.05,4.21,15.66,4.92,4.33,4,26.79,59.83,61.41,50.75,50.6,223,1758.4,0.45,0
12/27/2025,Sunamganj,Sylhet,34.47,27.48,30.97,67.22,1.79,19.15,4.28,0.46,4.17,26.1,58.67,56.33,53.45,62.31,218,1758.4,0.45,0
12/28/2025,Sunamganj,Sylhet,28,20.04,24.02,60.94,0.32,16.94,0.45,4.82,0.58,26.31,60.35,61.96,52.18,51.48,226,1758.4,0.45,1
12/29/2025,Sunamganj,Sylhet,34.82,26.76,30.79,67.63,4.83,15.01,3.89,1.3,3.36,25.3,60.01,60.1,69.63,50.84,209,1758.4,0.45,0
12/30/2025,Sunamganj,Sylhet,27.71,21.52,24.62,68.04,3.47,15.67,3.48,3.17,3.28,26.26,62.42,51.98,59.64,50.12,206,1758.4,0.45,0
12/31/2025,Sunamganj,Sylhet,26.85,19.49,23.17,50.45,0.39,15.87,1.97,3.09,3.42,26.21,64.05,69.05,69.64,57.28,205,1758.4,0.45,0
1/1/2025,Sylhet,Sylhet,33.49,23.61,28.55,69.91,2.05,0,0,0,0,0,0,0,0,0,0,863,0.4,1
1/2/2025,Sylhet,Sylhet,25.45,17.96,21.7,50.42,4.37,0,0,0,0,0,0,0,0,0,0,863,0.4,0
1/3/2025,Sylhet,Sylhet,25.72,16.75,21.24,60.18,2.31,0,0,0,0,0,0,0,0,0,0,863,0.4,0
1/4/2025,Sylhet,Sylhet,30.39,22.44,26.41,52.25,1.55,0,0,0,0,0,0,0,0,0,0,863,0.4,0
1/5/2025,Sylhet,Sylhet,25.37,15.55,20.46,50.87,1.34,0,0,0,0,0,0,0,0,0,0,863,0.4,0
1/6/2025,Sylhet,Sylhet,31.06,23.31,27.18,56.78,3.3,0,0,0,0,0,0,0,0,0,0,863,0.4,2
1/7/2025,Sylhet,Sylhet,27.28,20.94,24.11,58.84,0.39,0,0,0,0,0,0,0,0,0,0,863,0.4,0
1/8/2025,Sylhet,Sylhet,31.18,23.13,27.16,61.15,0.6,15.31,0,0,0,24.24,57.03,0,0,0,193,863,0.4,0
1/9/2025,Sylhet,Sylhet,30.62,24.76,27.69,55.61,0.26,13.86,0,0,0,24.04,55.78,0,0,0,192,863,0.4,0
1/10/2025,Sylhet,Sylhet,27,21.92,24.46,62.64,2.37,9.75,0,0,0,24.89,56.52,0,0,0,192,863,0.4,0
1/11/2025,Sylhet,Sylhet,33.62,24.45,29.04,65.04,2.3,9.81,0,0,0,25.35,56.88,0,0,0,176,863,0.4,0
1/12/2025,Sylhet,Sylhet,27.68,21.66,24.67,64.46,2.47,10.56,0,0,0,25.73,58.7,0,0,0,178,863,0.4,0
1/13/2025,Sylhet,Sylhet,35.28,26.94,31.11,66.7,2.44,11.7,0,0,0,26.33,60.64,0,0,0,186,863,0.4,0
1/14/2025,Sylhet,Sylhet,27.59,20.04,23.81,59.85,4.53,10.84,0,0,0,26.89,62.06,0,0,0,186,863,0.4,0
1/15/2025,Sylhet,Sylhet,33.3,24.43,28.86,60.13,1.22,14.98,2.05,0,0,26.85,62.21,69.91,0,0,185,863,0.4,1
1/16/2025,Sylhet,Sylhet,31.6,24.46,28.03,65.88,1.98,15.6,4.37,0,0,27.09,62.06,50.42,0,0,178,863,0.4,0
1/17/2025,Sylhet,Sylhet,33.05,27.85,30.45,56.61,2.13,17.31,2.31,0,0,27.14,63.53,60.18,0,0,203,863,0.4,0
1/18/2025,Sylhet,Sylhet,36.01,30.56,33.28,53.72,3.84,17.07,1.55,0,0,28,62.67,52.25,0,0,210,863,0.4,0
1/19/2025,Sylhet,Sylhet,27.12,17.61,22.36,51.89,0.06,18.61,1.34,0,0,28.6,61.05,50.87,0,0,216,863,0.4,0
1/20/2025,Sylhet,Sylhet,28.75,22.21,25.48,67.81,3.12,16.2,3.3,0,0,28.27,59.25,56.78,0,0,213,863,0.4,0
1/21/2025,Sylhet,Sylhet,25.83,18.38,22.1,65.39,4.68,16.88,0.39,0,0,27.47,59.41,58.84,0,0,222,863,0.4,0
1/22/2025,Sylhet,Sylhet,34.68,25.53,30.1,67.94,3.41,17.03,0.6,2.05,0,27.23,60.2,61.15,69.91,0,227,863,0.4,0
1/23/2025,Sylhet,Sylhet,36.64,29.81,33.23,62,2.7,19.22,0.26,4.37,0,27.4,61.32,55.61,50.42,0,240,863,0.4,0
1/24/2025,Sylhet,Sylhet,26.08,17.45,21.77,59.18,4.73,19.94,2.37,2.31,0,28.15,60.77,62.64,60.18,0,234,863,0.4,0
1/25/2025,Sylhet,Sylhet,31.43,26.21,28.82,61.01,0.61,22.54,2.3,1.55,0,26.9,61.13,65.04,52.25,0,229,863,0.4,0
1/26/2025,Sylhet,Sylhet,32.64,24.72,28.68,60.23,1.12,19.31,2.47,1.34,0,26.27,62.18,64.46,50.87,0,233,863,0.4,1
1/27/2025,Sylhet,Sylhet,27.84,18.74,23.29,57.44,4.44,20.37,2.44,3.3,0,27.17,63.37,66.7,56.78,0,234,863,0.4,0
1/28/2025,Sylhet,Sylhet,34.83,28.74,31.79,50.1,3.73,21.68,4.53,0.39,0,26.86,61.89,59.85,58.84,0,228,863,0.4,0
1/29/2025,Sylhet,Sylhet,34.04,24.27,29.16,60.05,4.31,20.74,1.22,0.6,0,28.24,59.7,60.13,61.15,0,216,863,0.4,0
1/30/2025,Sylhet,Sylhet,30.47,21.38,25.92,54.24,3.18,21.63,1.98,0.26,0,28.1,58.57,65.88,55.61,0,213,863,0.4,0
1/31/2025,Sylhet,Sylhet,30.19,24.45,27.32,56.97,4.36,22.11,2.13,2.37,2.05,27.06,57.46,56.61,62.64,69.91,191,863,0.4,0
2/1/2025,Sylhet,Sylhet,35.9,30.15,33.02,60.02,4.37,21.74,3.84,2.3,4.37,27.85,57.15,53.72,65.04,50.42,194,863,0.4,0
2/2/2025,Sylhet,Sylhet,32.71,25.15,28.93,55.32,2.81,25.5,0.06,2.47,2.31,28.45,57.01,51.89,64.46,60.18,183,863,0.4,0
2/3/2025,Sylhet,Sylhet,30.18,24.34,27.26,63.15,1.29,27.19,3.12,2.44,1.55,28.49,56.31,67.81,66.7,52.25,178,863,0.4,0
2/4/2025,Sylhet,Sylhet,35.8,30.1,32.95,69.54,3.8,24.04,4.68,4.53,1.34,29.06,57.12,65.39,59.85,50.87,188,863,0.4,0
2/5/2025,Sylhet,Sylhet,36.78,29.86,33.32,56.53,0.59,24.11,3.41,1.22,3.3,29.22,59.9,67.94,60.13,56.78,195,863,0.4,0
2/6/2025,Sylhet,Sylhet,25.31,16.57,20.94,56.78,3.72,20.4,2.7,1.98,0.39,29.82,59.4,62,65.88,58.84,197,863,0.4,0
2/7/2025,Sylhet,Sylhet,35.98,26.45,31.22,63.85,4.82,20.94,4.73,2.13,0.6,29.11,59.76,59.18,56.61,61.15,210,863,0.4,0
2/8/2025,Sylhet,Sylhet,30.94,21.35,26.15,61.84,4.74,21.4,0.61,3.84,0.26,29.66,60.74,61.01,53.72,55.61,221,863,0.4,0
2/9/2025,Sylhet,Sylhet,32.56,23.19,27.87,64.95,1.18,21.77,1.12,0.06,2.37,28.68,61,60.23,51.89,62.64,227,863,0.4,0
2/10/2025,Sylhet,Sylhet,30.15,24.76,27.45,60.12,2.11,20.15,4.44,3.12,2.3,28.53,62.38,57.44,67.81,65.04,227,863,0.4,0
2/11/2025,Sylhet,Sylhet,36.36,29.32,32.84,51.22,4.02,20.97,3.73,4.68,2.47,28.56,61.94,50.1,65.39,64.46,217,863,0.4,0
2/12/2025,Sylhet,Sylhet,28.04,20,24.02,58.15,0.11,21.18,4.31,3.41,2.44,28.54,59.33,60.05,67.94,66.7,210,863,0.4,0
2/13/2025,Sylhet,Sylhet,31.62,21.65,26.64,50.78,0.9,20.7,3.18,2.7,4.53,27.21,59.56,54.24,62,59.85,206,863,0.4,0
2/14/2025,Sylhet,Sylhet,28.62,20.54,24.58,69.25,4.58,17.88,4.36,4.73,1.22,28.03,58.7,56.97,59.18,60.13,203,863,0.4,0
2/15/2025,Sylhet,Sylhet,31.3,23.13,27.22,66.01,0.96,17.64,4.37,0.61,1.98,27.08,59.47,60.02,61.01,65.88,190,863,0.4,0
2/16/2025,Sylhet,Sylhet,30.22,25,27.61,58.02,2.98,13.87,2.81,1.12,2.13,27.23,60.07,55.32,60.23,56.61,188,863,0.4,0
2/17/2025,Sylhet,Sylhet,30.87,25.23,28.05,61.15,0.37,15.66,1.29,4.44,3.84,27.19,59.08,63.15,57.44,53.72,183,863,0.4,0
2/18/2025,Sylhet,Sylhet,32.57,26.73,29.65,60.64,0.45,13.92,3.8,3.73,0.06,27.28,59.23,69.54,50.1,51.89,190,863,0.4,0
2/19/2025,Sylhet,Sylhet,27.81,17.92,22.87,62.61,0.39,10.34,0.59,4.31,3.12,26.82,60.57,56.53,60.05,67.81,194,863,0.4,0
2/20/2025,Sylhet,Sylhet,29.1,20.64,24.87,56.13,4.2,10.61,3.72,3.18,4.68,26.66,61.21,56.78,54.24,65.39,191,863,0.4,0
2/21/2025,Sylhet,Sylhet,27.77,18.71,23.24,61.83,4.24,13.92,4.82,4.36,3.41,26.41,61.97,63.85,56.97,67.94,194,863,0.4,0
2/22/2025,Sylhet,Sylhet,25.01,19.14,22.08,69.95,3.24,13.58,4.74,4.37,2.7,26.22,60.91,61.84,60.02,62,201,863,0.4,0
2/23/2025,Sylhet,Sylhet,27.45,20.31,23.88,56.56,1.89,15.85,1.18,2.81,4.73,25.48,61.48,64.95,55.32,59.18,203,863,0.4,0
2/24/2025,Sylhet,Sylhet,25.22,20.13,22.67,51.56,2.42,14.77,2.11,1.29,0.61,24.95,61.27,60.12,63.15,61.01,205,863,0.4,0
2/25/2025,Sylhet,Sylhet,35.41,26.94,31.17,54.67,1.3,16.82,4.02,3.8,1.12,24.18,59.9,51.22,69.54,60.23,196,863,0.4,0
2/26/2025,Sylhet,Sylhet,31.64,23.09,27.37,51.34,0.62,17.67,0.11,0.59,4.44,24.4,59.04,58.15,56.53,57.44,199,863,0.4,0
2/27/2025,Sylhet,Sylhet,36.32,26.55,31.43,57.34,4.31,17.91,0.9,3.72,3.73,25.04,57.43,50.78,56.78,50.1,189,863,0.4,0
2/28/2025,Sylhet,Sylhet,31.38,24.68,28.03,56.03,4.39,18.02,4.58,4.82,4.31,25.98,57.61,69.25,63.85,60.05,184,863,0.4,0
3/1/2025,Sylhet,Sylhet,29.7,19.72,24.71,67.81,2.32,18.17,0.96,4.74,3.18,26.66,56.78,66.01,61.84,54.24,188,863,0.4,0
3/2/2025,Sylhet,Sylhet,27.62,21.22,24.42,54.38,2.77,17.26,2.98,1.18,4.36,27.04,56.47,58.02,64.95,56.97,188,863,0.4,0
3/3/2025,Sylhet,Sylhet,36.89,30.46,33.67,58.67,2.41,18.13,0.37,2.11,4.37,27.12,56.16,61.15,60.12,60.02,192,863,0.4,0
3/4/2025,Sylhet,Sylhet,35.37,27.41,31.39,69.07,2.9,18.12,0.45,4.02,2.81,28.69,57.18,60.64,51.22,55.32,196,863,0.4,0
